1 0 1 -1182565.3215 0.74971869
2 1 4 -1151267.9826832900 0.77343183
3 1 8 -1151267.9799775850 0.77008715
4 2 2 -1119970.6380448275 0.83786183
5 2 2 -1119970.6516504300 0.78256131
6 2 2 -1119970.6500822400 0.77022029
7 2 32 -1119970.6423281125 0.79158363
8 2 4 -1119970.6557219950 0.70160455
9 2 8 -1119970.6506801050 0.68978895
10 2 8 -1119970.6340182575 0.78690758
11 2 4 -1119970.6503595250 0.83562479
12 2 4 -1119970.6470219750 0.81461033
13 3 4 -1088673.3134835100 0.78668874
14 3 16 -1088673.3080155025 0.84458853
15 3 8 -1088673.3042115725 0.74816113
16 3 8 -1088673.3023630775 0.78246548
17 3 8 -1088673.3271131825 0.79691237
18 3 16 -1088673.2960009850 0.80935833
19 3 16 -1088673.3046682775 0.85215590
20 3 16 -1088673.2985174275 0.86160141
21 3 16 -1088673.3146968725 0.80571360
22 3 16 -1088673.3126763850 0.79822303
23 3 16 -1088673.3193394150 0.71740761
24 3 32 -1088673.3101703675 0.77608949
25 3 16 -1088673.2947101725 0.81849189
26 3 16 -1088673.2970792750 0.86388474
27 3 16 -1088673.3140839125 0.85881021
28 4 1 -1057375.9862413625 0.77358526
29 4 16 -1057375.9873661325 0.79094952
30 4 16 -1057375.9706438925 0.82388356
31 4 8 -1057375.9867434025 0.86652502
32 4 8 -1057375.9834499025 0.87027182
33 4 8 -1057375.9660374850 0.82155568
34 4 16 -1057375.9856282000 0.81253795
35 4 16 -1057375.9679814225 0.82111773
36 4 8 -1057375.9843232850 0.87320811
37 4 8 -1057375.9816887275 0.86013299
38 4 32 -1057375.9717742825 0.76851711
39 4 32 -1057375.9768635675 0.82076278
40 4 32 -1057375.9659430300 0.80433675
41 4 32 -1057375.9928135225 0.82006203
42 4 32 -1057375.9632114575 0.82624968
43 4 32 -1057375.9711762475 0.86637368
44 4 32 -1057375.9704680600 0.85382172
45 4 32 -1057375.9685040975 0.85487593
46 4 2 -1057375.9623941550 0.70652840
47 4 8 -1057375.9752907825 0.73896595
48 4 8 -1057375.9614212925 0.85188272
49 4 16 -1057375.9688510475 0.83176751
50 4 8 -1057375.9574067675 0.85259586
51 4 2 -1057375.9620352725 0.84394009
52 4 16 -1057375.9803319125 0.86252043
53 4 2 -1057376.0149291275 0.79501787
54 4 4 -1057375.9605281100 0.88607668
55 4 8 -1057375.9622950850 0.85759518
56 4 4 -1057375.9687036025 0.89284144
57 4 16 -1057375.9648602225 0.84458763
58 4 8 -1057375.9528958800 0.90167477
59 4 8 -1057375.9567618200 0.95928099
60 4 8 -1057375.9700100350 0.93768531
61 4 8 -1057375.9684503100 0.91614237
62 4 8 -1057375.9919557125 0.72603261
63 5 8 -1026078.6478167675 0.81383679
64 5 16 -1026078.6337582025 0.95046475
65 5 16 -1026078.6244554375 0.89012485
66 5 16 -1026078.6293121850 0.94687481
67 5 16 -1026078.6267301650 0.93379912
68 5 16 -1026078.6267332300 0.93223037
69 5 16 -1026078.6496875700 0.77213520
70 5 16 -1026078.6406172300 0.81058191
71 5 16 -1026078.6663072650 0.81519376
72 5 32 -1026078.6429691250 0.84187666
73 5 32 -1026078.6483053050 0.89458312
74 5 16 -1026078.6432872850 0.83276463
75 5 16 -1026078.6441955300 0.82890556
76 5 16 -1026078.6191992400 0.86813400
77 5 16 -1026078.6469843650 0.90592045
78 5 32 -1026078.6408583350 0.83508139
79 5 32 -1026078.6412429800 0.88738284
80 5 8 -1026078.6566328150 0.71925354
81 5 32 -1026078.6485060075 0.75035107
82 5 32 -1026078.6311096350 0.86731728
83 5 32 -1026078.6397960825 0.83970397
84 5 32 -1026078.6404151025 0.84948153
85 5 32 -1026078.6477811075 0.81390796
86 5 8 -1026078.6151076500 0.94689608
87 5 32 -1026078.6450216275 0.89017808
88 5 32 -1026078.6423434200 0.87584605
89 5 8 -1026078.6628505275 0.87412804
90 5 16 -1026078.6301071975 0.89672879
91 5 16 -1026078.6273313150 0.89146696
92 5 16 -1026078.6351529700 0.93382604
93 5 16 -1026078.6343219875 0.93006166
94 5 8 -1026078.6610475725 0.67302504
95 5 8 -1026078.6456108500 0.81551527
96 5 16 -1026078.6347202800 0.85495700
97 5 16 -1026078.6497482175 0.84686357
98 5 16 -1026078.6302027850 0.93882191
99 5 8 -1026078.6715316775 0.80983856
100 5 16 -1026078.6328480525 0.91718551
101 5 16 -1026078.6481544975 0.89333021
102 5 16 -1026078.6473152850 0.88973458
103 5 16 -1026078.6306489250 0.80820405
104 5 16 -1026078.6059467025 0.91511249
105 6 4 -994781.3044585075 0.83889338
106 6 32 -994781.3126240250 0.92199767
107 6 32 -994781.3122309550 0.89020206
108 6 32 -994781.3125404275 0.89070484
109 6 4 -994781.2926847800 0.79693428
110 6 16 -994781.2874072525 0.87185244
111 6 16 -994781.2934749750 0.93326556
112 6 16 -994781.2997691425 0.92374903
113 6 16 -994781.3020426950 0.91844488
114 6 4 -994781.2579541900 1.04914303
115 6 16 -994781.2901758900 0.99363772
116 6 8 -994781.3233340100 0.82114003
117 6 16 -994781.2881895425 0.96427631
118 6 4 -994781.3084089850 0.98393049
119 6 8 -994781.2954590700 0.97105352
120 6 8 -994781.2917753525 0.95552075
121 6 8 -994781.2979581275 1.00551199
122 6 8 -994781.2963077425 0.99497890
123 6 4 -994781.3356849450 0.72352133
124 6 16 -994781.3284176975 0.75900781
125 6 16 -994781.3093214875 0.88703015
126 6 32 -994781.3385516375 0.77366273
127 6 8 -994781.3123757100 0.83864771
128 6 4 -994781.2666722450 1.00710913
129 6 32 -994781.3210678075 0.88093137
130 6 4 -994781.3379209275 0.89468290
131 6 8 -994781.3115600950 0.90841224
132 6 16 -994781.3095758600 0.91595480
133 6 8 -994781.3139905725 0.96070871
134 6 4 -994781.3135550075 0.81220539
135 6 16 -994781.3154489200 0.82964044
136 6 16 -994781.3007561250 0.89878952
137 6 32 -994781.3177355675 0.90825480
138 6 4 -994781.3216301325 0.89203070
139 6 4 -994781.2873356600 0.86419619
140 6 32 -994781.3074457575 0.94540357
141 6 4 -994781.3233984350 0.94055411
142 6 8 -994781.3115159750 0.91325966
143 6 16 -994781.3087660300 0.90567398
144 6 8 -994781.3103789600 0.94201476
145 6 32 -994781.3192727925 0.73661599
146 6 32 -994781.2779514125 0.93739937
147 6 32 -994781.3211559400 0.86394806
148 6 32 -994781.2969847825 0.89856388
149 6 4 -994781.3220819825 0.88577416
150 6 32 -994781.3033310250 0.95016928
151 6 32 -994781.3039683225 0.95922102
152 6 32 -994781.3055302375 0.91214088
153 6 4 -994781.3401644975 0.75963758
154 6 8 -994781.3179253750 0.85454775
155 6 8 -994781.3212756650 0.87039278
156 6 4 -994781.3357614775 0.84794972
157 6 4 -994781.3334472200 0.88707635
158 6 32 -994781.3156705700 0.77478316
159 6 32 -994781.2866851050 0.89087782
160 6 32 -994781.3125888450 0.90650103
161 6 32 -994781.3096036100 0.85869978
162 7 8 -963483.9878935075 0.82234879
163 7 32 -963483.9924934925 0.89413390
164 7 8 -963483.9375889450 1.03788479
165 7 32 -963483.9724364750 0.95628086
166 7 32 -963483.9719705250 0.96425541
167 7 8 -963483.9898209700 0.97294131
168 7 16 -963483.9818543825 0.93478060
169 7 16 -963483.9787640075 0.93152375
170 7 16 -963483.9815120025 0.98022311
171 7 16 -963483.9800553625 0.98268375
172 7 16 -963483.9577029100 0.86152820
173 7 8 -963483.9631945100 0.89836083
174 7 16 -963483.9440260550 0.99369073
175 7 16 -963483.9637989925 0.98628021
176 7 16 -963483.9619568475 0.96274982
177 7 16 -963483.9682907525 1.03183974
178 7 16 -963483.9685579125 1.02891635
179 7 16 -963483.9689049550 0.99263284
180 7 16 -963484.0036134400 0.80865499
181 7 16 -963483.9570333050 0.95532254
182 7 32 -963484.0022096100 0.85969901
183 7 32 -963483.9830045300 0.96490239
184 7 8 -963483.9842883200 0.94157012
185 7 16 -963484.0036108275 0.85789442
186 7 16 -963483.994803 0.90063665
187 7 16 -963483.9780974550 0.88169538
188 7 32 -963483.9742962975 0.95618939
189 7 32 -963483.9779178025 0.98698866
190 7 16 -963483.9815072850 0.95569022
191 7 16 -963484.0026792125 0.78838134
192 7 32 -963483.9917872925 0.87911624
193 7 16 -963483.9879906850 0.92325520
194 7 16 -963483.9530706675 0.98805296
195 7 16 -963483.9890144450 0.86377157
196 7 16 -963483.9883062900 0.91598101
197 7 16 -963483.9723613800 1.01057031
198 7 8 -963484.0119208750 0.83613320
199 7 16 -963483.9869754725 0.92195596
200 7 8 -963483.9842840950 0.80189939
201 7 32 -963483.9745084275 0.85393245
202 7 32 -963483.9782899075 0.91241656
203 7 32 -963483.9856770850 0.87996098
204 8 2 -932186.6546750475 0.80057641
205 8 4 -932186.6592064025 0.98161218
206 8 32 -932186.6462830150 0.83653257
207 8 32 -932186.6303483450 0.98636785
208 8 32 -932186.6514943450 0.95793118
209 8 32 -932186.6517098000 0.95601698
210 8 32 -932186.6538313625 1.01069776
211 8 32 -932186.6556758150 1.03049868
212 8 32 -932186.6564710675 0.97841153
213 8 8 -932186.6244394950 0.97042003
214 8 16 -932186.6337425900 1.00518508
215 8 8 -932186.6522747000 0.88835582
216 8 8 -932186.6255942525 1.05209254
217 8 8 -932186.6217432675 1.04323302
218 8 8 -932186.6360814975 1.02022419
219 8 8 -932186.6400359575 1.07959215
220 8 8 -932186.6606973400 0.85842932
221 8 16 -932186.6744214325 0.86106048
222 8 16 -932186.6565010150 0.97442184
223 8 8 -932186.6709601600 0.94052140
224 8 8 -932186.6554449550 1.04646982
225 8 8 -932186.6634956525 0.98488472
226 8 8 -932186.6520093525 0.93373218
227 8 16 -932186.6641928650 1.03045121
228 8 16 -932186.6335931625 1.00563698
229 8 8 -932186.6485672475 1.00041696
230 8 8 -932186.6502152600 1.03615905
231 8 32 -932186.6783539325 0.88020546
232 8 1 -932186.6980395625 0.85345221
233 8 16 -932186.6615124700 0.92683632
234 8 2 -932186.6151603100 1.02645263
235 8 16 -932186.6511856925 0.96367872
236 8 2 -932186.6645316525 0.99461815
237 8 4 -932186.6641649125 0.93721393
238 8 8 -932186.6623374950 0.93600445
239 9 8 -900889.3261999125 0.86792181
240 9 16 -900889.3263302425 1.02397976
241 9 16 -900889.3286457550 1.08620091
242 9 16 -900889.3056202675 1.10091756
243 9 16 -900889.3492507850 0.90765948
244 9 16 -900889.3169718675 1.06514827
245 9 4 -900889.3336202725 0.98163488
246 9 8 -900889.3097903175 1.00643796
247 9 16 -900889.3317718450 0.97709483
248 9 16 -900889.3306107075 1.03376890
249 9 8 -900889.3353154600 1.00017577
250 9 16 -900889.3129081400 0.95340093
251 9 32 -900889.3235058775 0.96652070
252 9 16 -900889.3131323000 1.04415031
253 9 16 -900889.3103963100 1.05746670
254 10 4 -869591.9950400550 0.98552190
255 10 8 -869592.0063283775 0.99756834
256 10 8 -869591.9956639950 1.05890399
257 10 4 -869592.0111723525 1.04291470
258 10 4 -869592.0090536750 1.08607627
259 10 32 -869591.9957410050 1.08484055
260 10 2 -869591.9927332125 1.02780491
261 10 2 -869592.0196520200 0.99894011
262 10 2 -869592.010761 1.02819116
263 11 8 -838294.6814963925 1.11375358
264 11 4 -838294.6697894325 1.15255664
265 12 1 -806997.360824 1.17800354
