1 0 1 -4730261.285982027 -1182565.3215
2 1 4 -4605071.93073316 -1151267.9826832900
3 1 8 -4605071.91991034 -1151267.9799775850
4 2 2 -4479882.55217931 -1119970.6380448275
5 2 2 -4479882.60660172 -1119970.6516504300
6 2 2 -4479882.60032896 -1119970.6500822400
7 2 32 -4479882.56931245 -1119970.6423281125
8 2 4 -4479882.62288798 -1119970.6557219950
9 2 8 -4479882.60272042 -1119970.6506801050
10 2 8 -4479882.53607303 -1119970.6340182575
11 2 4 -4479882.60143810 -1119970.6503595250
12 2 4 -4479882.58808790 -1119970.6470219750
13 3 4 -4354693.25393404 -1088673.3134835100
14 3 16 -4354693.23206201 -1088673.3080155025
15 3 8 -4354693.21684629 -1088673.3042115725
16 3 8 -4354693.20945231 -1088673.3023630775
17 3 8 -4354693.30845273 -1088673.3271131825
18 3 16 -4354693.18400394 -1088673.2960009850
19 3 16 -4354693.21867311 -1088673.3046682775
20 3 16 -4354693.19406971 -1088673.2985174275
21 3 16 -4354693.25878749 -1088673.3146968725
22 3 16 -4354693.25070554 -1088673.3126763850
23 3 16 -4354693.27735766 -1088673.3193394150
24 3 32 -4354693.24068147 -1088673.3101703675
25 3 16 -4354693.17884069 -1088673.2947101725
26 3 16 -4354693.18831710 -1088673.2970792750
27 3 16 -4354693.25633565 -1088673.3140839125
28 4 1 -4229503.94496545 -1057375.9862413625
29 4 16 -4229503.94946453 -1057375.9873661325
30 4 16 -4229503.88257557 -1057375.9706438925
31 4 8 -4229503.94697361 -1057375.9867434025
32 4 8 -4229503.93379961 -1057375.9834499025
33 4 8 -4229503.86414994 -1057375.9660374850
34 4 16 -4229503.94251280 -1057375.9856282000
35 4 16 -4229503.87192569 -1057375.9679814225
36 4 8 -4229503.93729314 -1057375.9843232850
37 4 8 -4229503.92675491 -1057375.9816887275
38 4 32 -4229503.88709713 -1057375.9717742825
39 4 32 -4229503.90745427 -1057375.9768635675
40 4 32 -4229503.86377212 -1057375.9659430300
41 4 32 -4229503.97125409 -1057375.9928135225
42 4 32 -4229503.85284583 -1057375.9632114575
